autor,entidad,tipo,notas,confianza,meses_activos,mes_primero,mes_reciente,demanda_reciente_ratio,es_recurrente
Elba Reyes,Francas Summit,entidad,2,baja,1,2026-04,2026-04,0.0,False
Elba Reyes,ultra lujo,tema,2,baja,1,2026-07,2026-07,0.8466731793255781,False
Elba Reyes,vaguada mantiene,tema,2,baja,1,2026-04,2026-04,0.0,False
Elba Reyes,vale la pena,tema,2,baja,1,2026-07,2026-07,0.0,False
Elba Reyes,ver los partidos,tema,2,baja,1,2026-07,2026-07,1.0,False
Elba Reyes,vivir en república,tema,2,baja,1,2026-07,2026-07,1.0,False
Elba Reyes,vivir y trabajar,tema,2,baja,1,2026-07,2026-07,1.0,False
Gabriel Rico Albarrán,Norte,entidad,8,media,3,2026-01,2026-07,0.1335348725164048,True
Gabriel Rico Albarrán,EE UU,entidad,4,media,2,2026-03,2026-07,1.0,False
Gabriel Rico Albarrán,Estados Unidos,entidad,2,baja,2,2026-02,2026-06,0.0,False
Gabriel Rico Albarrán,Francia,entidad,3,media,2,2026-06,2026-07,1.0,False
Gabriel Rico Albarrán,frank rainieri,tema,2,baja,2,2026-01,2026-03,0.044344297611098545,False
Gabriel Rico Albarrán,Media Network,entidad,2,baja,2,2026-02,2026-07,1.0,False
Gabriel Rico Albarrán,Mundial,tema,7,media,2,2026-06,2026-07,1.0,False
Gabriel Rico Albarrán,Ucrania,entidad,3,media,2,2026-01,2026-07,0.12166362334090215,False
Gabriel Rico Albarrán,vivo mercado,tema,2,baja,2,2026-03,2026-07,1.0,False
Gabriel Rico Albarrán,Business Forum Dominicana,entidad,2,baja,1,2026-02,2026-02,0.0,False
Gabriel Rico Albarrán,futuro del trabajo,tema,2,baja,1,2026-07,2026-07,1.0,False
Gabriel Rico Albarrán,AutoShow,entidad,4,media,1,2026-07,2026-07,1.0,False
Gabriel Rico Albarrán,Power Women Summit,entidad,4,media,1,2026-03,2026-03,0.0,False
Gabriel Rico Albarrán,sector privado,tema,2,baja,1,2026-01,2026-01,0.03471911557126995,False
Gabriel Rico Albarrán,sectores económicos,tema,2,baja,1,2026-01,2026-01,0.0,False
Gabriel Rico Albarrán,Venezuela,entidad,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,ver fútbol,tema,43,alta,6,2026-02,2026-07,0.8568597823888295,True
Jhojhanni Fiorini,riesgo país,entidad,31,alta,6,2026-01,2026-07,0.14554779809746607,True
Jhojhanni Fiorini,Mundial,tema,33,alta,5,2026-01,2026-07,1.0,True
Jhojhanni Fiorini,resultados de las loterías,tema,37,alta,5,2026-02,2026-08,0.8133542012958359,True
Jhojhanni Fiorini,Argentina,entidad,4,media,4,2026-01,2026-07,0.5783334925456349,True
Jhojhanni Fiorini,TV,entidad,13,alta,4,2026-04,2026-07,0.2747334793326872,True
Jhojhanni Fiorini,US,entidad,11,alta,4,2026-01,2026-07,0.11505296663981686,True
Jhojhanni Fiorini,España,entidad,3,media,3,2026-02,2026-07,1.0,True
Jhojhanni Fiorini,horarios y dónde ver,tema,10,alta,3,2026-03,2026-07,1.0,True
Jhojhanni Fiorini,Latam,entidad,3,media,3,2026-01,2026-07,0.20983383832934283,True
Jhojhanni Fiorini,mejores países,tema,4,media,3,2026-03,2026-07,0.2511886948332423,True
Jhojhanni Fiorini,mejores restaurantes,tema,3,media,3,2026-01,2026-07,0.21477865494767315,True
Jhojhanni Fiorini,México,entidad,3,media,3,2026-02,2026-07,0.3038796583323833,True
Jhojhanni Fiorini,países más ricos,tema,3,media,3,2026-01,2026-07,0.49218302613106957,True
Jhojhanni Fiorini,PIB,entidad,7,media,3,2026-01,2026-07,0.10628829268883278,True
Jhojhanni Fiorini,ranking de los países,tema,5,media,3,2026-02,2026-07,0.3315640993249775,True
Jhojhanni Fiorini,real,entidad,4,media,3,2026-02,2026-07,0.31781400392523795,True
Jhojhanni Fiorini,récord histórico,tema,3,media,3,2026-01,2026-07,0.17246529578846326,True
Jhojhanni Fiorini,cuánto gana,tema,4,media,3,2026-04,2026-07,1.0,True
Jhojhanni Fiorini,Tripadvisor,entidad,3,media,3,2026-02,2026-07,0.259445924117023,True
Jhojhanni Fiorini,vivo horarios,tema,24,alta,6,2026-02,2026-07,0.09943816624540214,False
Jhojhanni Fiorini,domingo,entidad,11,alta,5,2026-02,2026-07,0.0014483909678376127,False
Jhojhanni Fiorini,mejores universidades,tema,14,alta,5,2026-01,2026-07,0.09838969478860186,False
Jhojhanni Fiorini,resultados de la lotería,tema,76,alta,5,2026-02,2026-07,0.0024462299448882005,False
Jhojhanni Fiorini,lotería nacional,tema,68,alta,5,2026-02,2026-07,0.0021106203339448892,False
Jhojhanni Fiorini,Venezuela,entidad,16,alta,5,2026-01,2026-07,0.010142947090216953,False
Jhojhanni Fiorini,Irán,entidad,5,media,4,2026-01,2026-07,0.07898591487310372,False
Jhojhanni Fiorini,Latinoamérica,entidad,57,alta,4,2026-01,2026-07,0.07079919486937392,False
Jhojhanni Fiorini,Apple,entidad,13,alta,3,2026-01,2026-07,0.0,False
Jhojhanni Fiorini,Barcelona,entidad,4,media,3,2026-01,2026-05,0.0,False
Jhojhanni Fiorini,Bill Gates,entidad,5,media,3,2026-01,2026-05,0.0,False
Jhojhanni Fiorini,China,entidad,3,media,3,2026-02,2026-07,0.0,False
Jhojhanni Fiorini,dominicana,entidad,7,media,3,2026-01,2026-07,0.0,False
Jhojhanni Fiorini,EE UU,entidad,7,media,3,2026-01,2026-03,0.010016390605331629,False
Jhojhanni Fiorini,empresas más valiosas,tema,3,media,3,2026-01,2026-07,0.017475115201688637,False
Jhojhanni Fiorini,IA,entidad,6,media,3,2026-01,2026-07,0.05541539813106369,False
Jhojhanni Fiorini,QS,entidad,4,media,3,2026-02,2026-04,0.15064053046639928,False
Jhojhanni Fiorini,QS World University Rankings,entidad,8,media,3,2026-02,2026-07,0.0911715879634872,False
Jhojhanni Fiorini,ricos del mundo,tema,3,media,3,2026-01,2026-07,0.09719081967806799,False
Jhojhanni Fiorini,Trump,entidad,7,media,3,2026-01,2026-07,0.038555735152882596,False
Jhojhanni Fiorini,valiosas del mundo,tema,4,media,3,2026-01,2026-07,0.0573469789000275,False
Jhojhanni Fiorini,Abinader,entidad,2,baja,2,2026-01,2026-03,0.0,False
Jhojhanni Fiorini,Arsenal,entidad,3,media,2,2026-04,2026-05,0.0,False
Jhojhanni Fiorini,Atlético Madrid,entidad,2,baja,2,2026-04,2026-05,0.0,False
Jhojhanni Fiorini,Bad Bunny,entidad,4,media,2,2026-01,2026-02,0.0,False
Jhojhanni Fiorini,Banco Mundial,entidad,2,baja,2,2026-01,2026-07,0.21122851165759832,False
Jhojhanni Fiorini,calendario completo,tema,2,baja,2,2026-01,2026-06,0.019452577759045128,False
Jhojhanni Fiorini,calendario lunar,tema,3,media,2,2026-03,2026-07,0.031166064302103735,False
Jhojhanni Fiorini,cambios trae,tema,2,baja,2,2026-02,2026-07,1.0,False
Jhojhanni Fiorini,Caribe,entidad,2,baja,2,2026-01,2026-07,0.19533170964891536,False
Jhojhanni Fiorini,Coca Cola,entidad,4,media,2,2026-06,2026-07,1.0,False
Jhojhanni Fiorini,Colombia,entidad,2,baja,2,2026-02,2026-06,0.0,False
Jhojhanni Fiorini,Corina Machado,entidad,2,baja,2,2026-01,2026-03,0.0,False
Jhojhanni Fiorini,cuánto costará,tema,2,baja,2,2026-06,2026-07,1.0,False
Jhojhanni Fiorini,deja atrás,tema,3,media,2,2026-02,2026-07,0.6494468220528336,False
Jhojhanni Fiorini,Donald Trump,entidad,2,baja,2,2026-01,2026-05,0.0,False
Jhojhanni Fiorini,EEUU,entidad,2,baja,2,2026-01,2026-07,0.03453018757185471,False
Jhojhanni Fiorini,Elon Musk,entidad,2,baja,2,2026-01,2026-07,0.11317498720465008,False
Jhojhanni Fiorini,Europa,entidad,2,baja,2,2026-02,2026-07,0.5321004192556572,False
Jhojhanni Fiorini,FIFA,entidad,4,media,2,2026-04,2026-07,1.0,False
Jhojhanni Fiorini,FMI,entidad,2,baja,2,2026-01,2026-02,0.0,False
Jhojhanni Fiorini,frente al dólar,tema,2,baja,2,2026-01,2026-07,0.2027069554946814,False
Jhojhanni Fiorini,gana hoy cada trabajador,tema,2,baja,2,2026-04,2026-05,0.0,False
Jhojhanni Fiorini,gasto militar,tema,2,baja,2,2026-01,2026-03,0.0,False
Jhojhanni Fiorini,horarios canales,tema,5,media,2,2026-05,2026-06,0.0,False
Jhojhanni Fiorini,impacto económico,tema,2,baja,2,2026-01,2026-07,0.5004649351151685,False
Jhojhanni Fiorini,inteligencia artificial,tema,2,baja,2,2026-06,2026-07,0.0,False
Jhojhanni Fiorini,inversión extranjera,tema,3,media,2,2026-02,2026-07,0.0,False
Jhojhanni Fiorini,JPMorgan,entidad,2,baja,2,2026-01,2026-02,0.0,False
Jhojhanni Fiorini,jugaron ayer,tema,2,baja,2,2026-02,2026-03,0.0,False
Jhojhanni Fiorini,RD Loto Pool,entidad,2,baja,2,2026-02,2026-03,0.0,False
Jhojhanni Fiorini,mercado laboral,tema,2,baja,2,2026-02,2026-07,0.46898432293041176,False
Jhojhanni Fiorini,Netflix,entidad,2,baja,2,2026-02,2026-07,0.0,False
Jhojhanni Fiorini,nike adidas,tema,2,baja,2,2026-06,2026-07,0.34262376142152656,False
Jhojhanni Fiorini,números ganadores,tema,3,media,2,2026-02,2026-03,0.0,False
Jhojhanni Fiorini,Nvidia,entidad,3,media,2,2026-01,2026-07,0.0,False
Jhojhanni Fiorini,ONU,entidad,2,baja,2,2026-01,2026-07,0.3518890577907587,False
Jhojhanni Fiorini,oro y plata,tema,2,baja,2,2026-01,2026-02,0.0,False
Jhojhanni Fiorini,países más seguros,tema,2,baja,2,2026-01,2026-03,0.0,False
Jhojhanni Fiorini,partidos clave,tema,2,baja,2,2026-03,2026-06,0.0,False
Jhojhanni Fiorini,partidos de fútbol,tema,12,alta,2,2026-02,2026-03,0.0,False
Jhojhanni Fiorini,partidos del mundial,tema,8,media,2,2026-06,2026-07,1.0,False
Jhojhanni Fiorini,precio de la gasolina,tema,4,media,2,2026-03,2026-07,0.05259949776846112,False
Jhojhanni Fiorini,quién lidera,tema,2,baja,2,2026-03,2026-07,0.16732619831813542,False
Jhojhanni Fiorini,RD en República Dominicana,entidad,2,baja,2,2026-02,2026-03,0.0,False
Jhojhanni Fiorini,récords históricos,tema,3,media,2,2026-01,2026-02,0.0,False
Jhojhanni Fiorini,resultados de loterías,tema,13,alta,2,2026-02,2026-03,0.0,False
Jhojhanni Fiorini,ricas del mundo,tema,2,baja,2,2026-01,2026-02,0.0,False
Jhojhanni Fiorini,santo,entidad,3,media,2,2026-03,2026-04,0.0,False
Jhojhanni Fiorini,Santo Domingo,entidad,4,media,2,2026-01,2026-07,0.5963575852829793,False
Jhojhanni Fiorini,segundo país,tema,2,baja,2,2026-01,2026-03,0.0,False
Jhojhanni Fiorini,Messi,entidad,3,media,2,2026-06,2026-07,0.09708203262490284,False
Jhojhanni Fiorini,top países,tema,2,baja,2,2026-01,2026-02,0.25030704206305765,False
Jhojhanni Fiorini,vale la pena,tema,2,baja,2,2026-02,2026-07,0.0,False
Jhojhanni Fiorini,Wall Street,entidad,3,media,2,2026-01,2026-02,0.0,False
Jhojhanni Fiorini,Warren Buffett,entidad,2,baja,2,2026-02,2026-05,0.0,False
Jhojhanni Fiorini,Amazon,entidad,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,Maduro,entidad,5,media,1,2026-01,2026-01,0.0,False
Jhojhanni Fiorini,calidad de vida,tema,3,media,1,2026-07,2026-07,0.06761126650516974,False
Jhojhanni Fiorini,cara y barata,tema,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,caros para vivir,tema,2,baja,1,2026-07,2026-07,0.9147395421909398,False
Jhojhanni Fiorini,carreras mejor pagadas,tema,2,baja,1,2026-07,2026-07,0.5413421655419004,False
Jhojhanni Fiorini,completo del mundial,tema,2,baja,1,2026-06,2026-06,0.026769992520029498,False
Jhojhanni Fiorini,conviene comprar,tema,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,cuánto dinero,tema,3,media,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,días feriados,tema,2,baja,1,2026-01,2026-01,0.01809913029114804,False
Jhojhanni Fiorini,dominicana y dónde ver,tema,2,baja,1,2026-06,2026-06,0.0,False
Jhojhanni Fiorini,EE UU en Venezuela,entidad,2,baja,1,2026-01,2026-01,0.0,False
Jhojhanni Fiorini,escasez de dólares,tema,2,baja,1,2026-03,2026-03,0.0,False
Jhojhanni Fiorini,feriados en república,tema,2,baja,1,2026-01,2026-01,0.01733137514745476,False
Jhojhanni Fiorini,final del mundial,tema,4,media,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,FMI en Latinoamérica,entidad,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,gasolina más cara,tema,3,media,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,Google,entidad,3,media,1,2026-02,2026-02,0.0,False
Jhojhanni Fiorini,Harvard,entidad,2,baja,1,2026-02,2026-02,0.14607490998997388,False
Jhojhanni Fiorini,horarios en república,tema,3,media,1,2026-06,2026-06,0.0,False
Jhojhanni Fiorini,Pro,entidad,10,alta,1,2026-07,2026-07,0.0,False
Jhojhanni Fiorini,Luis Velutini,entidad,2,baja,1,2026-01,2026-01,0.22207898454060943,False
Jhojhanni Fiorini,mejores empresas,tema,2,baja,1,2026-03,2026-03,0.0,False
Jhojhanni Fiorini,mejores hospitales,tema,2,baja,1,2026-01,2026-01,0.07280023450173047,False
Jhojhanni Fiorini,Meta,entidad,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,Milei,entidad,2,baja,1,2026-01,2026-01,0.0,False
Jhojhanni Fiorini,monedas más fuertes,tema,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,nuevos colores,tema,2,baja,1,2026-07,2026-07,0.0,False
Jhojhanni Fiorini,OpenAI,entidad,2,baja,1,2026-07,2026-07,0.0,False
Jhojhanni Fiorini,países con la gasolina,tema,3,media,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,países con mayor porcentaje,tema,2,baja,1,2026-07,2026-07,0.46355984124719835,False
Jhojhanni Fiorini,países latinoamericanos,tema,2,baja,1,2026-01,2026-01,0.0,False
Jhojhanni Fiorini,países más caros,tema,2,baja,1,2026-07,2026-07,0.9147395421909398,False
Jhojhanni Fiorini,países más endeudados,tema,3,media,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,Puerto Rico,entidad,2,baja,1,2026-01,2026-01,0.0,False
Jhojhanni Fiorini,ranking global,tema,3,media,1,2026-07,2026-07,0.4330105857969154,False
Jhojhanni Fiorini,RepCore Nations,entidad,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,dominicana salarios,tema,2,baja,1,2026-07,2026-07,0.6618263709105937,False
Jhojhanni Fiorini,Samsung Galaxy,entidad,2,baja,1,2026-07,2026-07,1.0,False
Jhojhanni Fiorini,Super Bowl,entidad,3,media,1,2026-02,2026-02,0.0,False
Jhojhanni Fiorini,tres países,tema,2,baja,1,2026-01,2026-01,0.0,False
Jhojhanni Fiorini,ver en vivo,tema,2,baja,1,2026-06,2026-06,0.0,False
Jhojhanni Fiorini,Emprendedora,entidad,2,baja,1,2026-07,2026-07,0.0,False
Jhojhanni Fiorini,WhatsApp,entidad,6,media,1,2026-07,2026-07,0.0,False
Karime Rivas,dominicana,entidad,5,media,5,2026-01,2026-07,0.17821907696899825,True
Karime Rivas,Shakira,entidad,3,media,3,2026-05,2026-07,0.2670261307593135,False
Karime Rivas,Descubre,entidad,3,media,2,2026-01,2026-06,0.0,False
Karime Rivas,FIFA,entidad,3,media,2,2026-04,2026-07,1.0,False
Karime Rivas,Inditex,entidad,2,baja,2,2026-01,2026-07,1.0,False
Karime Rivas,Latinoamérica,entidad,2,baja,2,2026-01,2026-07,0.5913589089609406,False
Karime Rivas,mundial,tema,4,media,2,2026-01,2026-07,1.0,False
Karime Rivas,Ortega,entidad,2,baja,2,2026-05,2026-07,1.0,False
Karime Rivas,sufragio femenino,tema,2,baja,2,2026-01,2026-08,0.0,False
Karime Rivas,US,entidad,2,baja,2,2026-05,2026-07,0.20372125068837124,False
Karime Rivas,rita abinader,tema,2,baja,1,2026-07,2026-07,1.0,False
Miguel Vega,Rusia,entidad,3,media,2,2026-06,2026-07,1.0,False
Miguel Vega,Ucrania,entidad,3,media,2,2026-06,2026-07,1.0,False
Miguel Vega,España,entidad,3,media,1,2026-07,2026-07,1.0,False
Miguel Vega,Inglaterra,entidad,2,baja,1,2026-07,2026-07,1.0,False
Miguel Vega,Japón,entidad,2,baja,1,2026-07,2026-07,1.0,False
Miguel Vega,Mundial,tema,7,media,1,2026-07,2026-07,1.0,False
Rodrigo Muñoz,América Latina,entidad,5,media,2,2026-01,2026-07,0.021261532786311054,False
Rodrigo Muñoz,dominicana,entidad,2,baja,2,2026-01,2026-07,0.027217817913849415,False
Rodrigo Muñoz,exclusivas del mundo,tema,2,baja,2,2026-01,2026-07,0.10537166375476378,False
Rodrigo Muñoz,inteligencia artificial,tema,2,baja,2,2026-07,2026-08,0.0,False
Rodrigo Muñoz,Latinoamérica,entidad,6,media,2,2026-01,2026-07,0.0,False
Rodrigo Muñoz,mejores playas,tema,2,baja,2,2026-01,2026-07,0.0,False
Rodrigo Muñoz,países más ricos,tema,2,baja,2,2026-01,2026-07,0.0,False
Rodrigo Muñoz,ranking las ciudades,tema,3,media,2,2026-01,2026-07,0.05773207127342613,False
Rodrigo Muñoz,ranking las marcas,tema,2,baja,2,2026-01,2026-07,0.18511923226979501,False
Rodrigo Muñoz,ranking los países,tema,3,media,2,2026-01,2026-07,0.0,False
Rodrigo Muñoz,ranking países,tema,4,media,2,2026-01,2026-07,0.02062196701765516,False
Rodrigo Muñoz,ricas del mundo,tema,2,baja,2,2026-01,2026-07,0.06859064726475018,False
Rodrigo Muñoz,US,entidad,2,baja,2,2026-01,2026-07,0.0,False
Rodrigo Muñoz,Washington,entidad,2,baja,2,2026-03,2026-07,0.0,False
Rodrigo Muñoz,China,entidad,2,baja,1,2026-07,2026-07,0.0,False
Rodrigo Muñoz,competir con nvidia,tema,2,baja,1,2026-07,2026-07,0.0,False
Rodrigo Muñoz,mejores libros,tema,2,baja,1,2026-07,2026-07,0.030174097264439616,False
Rodrigo Muñoz,Mundial,tema,2,baja,1,2026-01,2026-01,0.0,False
Rodrigo Muñoz,per cápita,tema,2,baja,1,2026-01,2026-01,0.0,False
Rodrigo Muñoz,Starbucks,entidad,2,baja,1,2026-01,2026-01,0.0,False
Rodrigo Muñoz,valiosas del mundo,tema,2,baja,1,2026-01,2026-01,0.0,False
