periodo,periodo_inicio,periodo_fin,pagePath,pageTitle,screenPageViews,totalUsers,sessions,engagementRate,averageSessionDuration
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/us-13000-millones-petroleo-venezolano-estados-unidos/,¿Dónde están los fondos del petróleo venezolano?,144,65,87,0.977011,114.62
actual,2026-08-02,2026-08-18,/technology/devices/como-sera-el-iphone-centrado-en-el-cristal-que-apple-planea-lanzar-para-celebrar-sus-20-anos/,iPhone de cristal 2027: Apple prepara un nuevo diseño,144,70,95,0.989474,78.88
actual,2026-08-02,2026-08-18,/mercado-women/trends/zoe-saldana-como-directora-de-cine-y-recibe-premio-de-locarno/,Zoe Saldaña recibe un homenaje en Locarno,143,64,87,0.988506,196.37
anterior,2026-07-16,2026-08-01,/products/mercado-region-norte/,Mercado Región Norte - Revista Mercado,143,72,85,0.988235,47.73
actual,2026-08-02,2026-08-18,/business/comercio-dominicano-nueva-york-mamdani/,Comercio dominicano en Nueva York: qué vio el alcalde Mamdani,142,60,90,0.966667,100.11
anterior,2026-07-16,2026-08-01,/business/mundial-2026-el-futbol-creo-un-activo-publicitario-que-no-existia-y-coca-cola-fue-la-primera-en-ponerle-precio/,Mundial 2026: el fútbol creó un activo publicitario que no existía y Coca-Cola fue la primera en ponerle precio - Revista Mercado,142,61,84,1.000000,135.62
anterior,2026-07-16,2026-08-01,/category/sector-inmobiliario/,Sector Inmobiliario Archives - Revista Mercado,142,69,74,1.000000,0.71
actual,2026-08-02,2026-08-18,/empresas/brand-content/ciencia-humanidad-y-excelencia-redefinen-la-atencion-renal/,"Ciencia, humanidad y excelencia redefinen la atención renal - Revista Mercado",142,64,82,0.975610,102.08
actual,2026-08-02,2026-08-18,/empresas/las-carreras-mas-estudiadas-en-republica-dominicana-en-la-actualidad/,Las carreras más estudiadas en República Dominicana en la actualidad - Revista Mercado,142,62,78,1.000000,95.21
actual,2026-08-02,2026-08-18,/money-invest/daily-news/elecciones-presidenciales-en-brasil-2026-quien-va-ganando-entre-lula-y-bolsonaro/,¿Quién va ganando las elecciones presidenciales en Brasil 2026?,142,69,84,0.976190,217.85
actual,2026-08-02,2026-08-18,/money-invest/daily-news/turismo-en-republica-dominicana-rompe-record-con-7-7-millones-de-visitantes-en-siete-meses/,Turismo en RD alcanza cifra histórica de 7.7 millones de visitantes,142,59,84,0.952381,302.68
actual,2026-08-02,2026-08-18,/products/mercado-region-este/,Mercado Región Este - Revista Mercado,142,70,75,1.000000,7.27
actual,2026-08-02,2026-08-18,/actualidad/doble-lluvia-de-meteoros-se-vera-en-republica-dominicana-horarios-y-mejores-lugares-para-observarla/,Lluvia de meteoros en RD: cuándo ver las Delta Acuáridas,141,65,86,1.000000,125.96
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-las-loterias-del-06-de-julio-de-2026-en-republica-dominicana/,Resultados de las loterías del 06 de julio de 2026 en República Dominicana - Revista Mercado,141,60,97,0.979381,109.70
actual,2026-08-02,2026-08-18,/money-invest/daily-news/asi-ocurrio-el-accidente-en-la-george-washington-que-dejo-dos-muertos-que-dijeron-las-autoridades-de-transito/,Accidente en la George Washington: ¿qué dijeron las autoridades?,141,67,84,0.988095,113.00
actual,2026-08-02,2026-08-18,/money-invest/republica-dominicana/ranking-los-terremotos-mas-poderosos-que-han-sacudido-la-republica-dominicana/,Terremoto hoy en RD: Ranking de los terremotos más poderosos que han sacudido la República Dominicana - Revista Mercado,141,37,51,1.000000,216.34
actual,2026-08-02,2026-08-18,/actualidad/hay-escena-post-creditos-en-la-odisea-esto-debes-saber-antes-de-salir-del-cine/,¿La Odisea tiene escena postcréditos? Esto debes saber,140,61,79,1.000000,108.80
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-quiniela-real-del-miercoles-29-julio-de-2026/,Resultados de la Lotería Quiniela Real del miércoles 29 julio de 2026 - Revista Mercado,140,57,86,0.976744,116.87
actual,2026-08-02,2026-08-18,/empresas/prueba-de-fuego-en-la-bolsa-el-movimiento-de-miles-de-millones-en-acciones-de-spacex-que-agita-el-mercado/,Prueba de fuego en la bolsa: El movimiento de miles de millones en acciones de SpaceX que agita el mercado - Revista Mercado,140,68,95,0.957895,113.63
anterior,2026-07-16,2026-08-01,/event-detail/construction-summit-santo-domingo-2026/,Construction Summit – Santo Domingo 2026,140,60,79,0.962025,229.35
actual,2026-08-02,2026-08-18,/sostenibilidad/cambio-climatico/reino-unido-entra-en-alerta-por-calor-extremo-esperan-temperaturas-de-hasta-38-c/,Gran Bretaña enfrenta cuarta ola de calor,140,57,78,0.987179,133.69
actual,2026-08-02,2026-08-18,/money-invest/daily-news/como-cambia-la-ley-de-la-policia-nacional-en-rd-los-nuevos-limites-de-las-requisas-y-los-rangos-modificados/,¿Cuáles son los principales cambios de la reforma policial en RD?,139,60,86,0.988372,136.87
actual,2026-08-02,2026-08-18,/politica/por-que-javier-milei-quiere-impedir-que-los-futuros-gobiernos-vuelvan-a-imprimir-dinero/,¿Por qué Javier Milei quiere impedir que los futuros gobiernos vuelvan a imprimir dinero? - Revista Mercado,139,55,79,0.974684,50.86
actual,2026-08-02,2026-08-18,/powerful-women-norte-2025/,Powerful Women norte 2025 - Revista Mercado,139,55,65,0.953846,18.30
anterior,2026-07-16,2026-08-01,/who-is-who/felix-garcia/,Félix García - Revista Mercado,139,55,70,1.000000,124.72
actual,2026-08-02,2026-08-18,/actualidad/el-campin-de-bogota-se-convierte-en-el-mayor-centro-de-acopio-para-los-afectados-por-el-terremoto-en-colombia/,"Tras el terremoto, voluntarios reunen ayuda en El Campín",138,63,86,1.000000,121.59
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-leidsa-del-miercoles-15-de-julio-de-2026-en-republica-dominicana/,Resultados de Leidsa del miércoles 15 de julio en RD,138,60,81,1.000000,61.52
anterior,2026-07-16,2026-08-01,/category/criptomonedas/,Criptomonedas Archives - Revista Mercado,138,68,77,1.000000,3.53
anterior,2026-07-16,2026-08-01,/category/mercado-este/,Mercado Este Archives - Revista Mercado,138,69,72,1.000000,0.28
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/retiran-perfume-britney-spears-panama/,Panamá cancela el registro sanitario del perfume de Britney Spears,138,57,79,0.987342,183.27
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/sismo-magnitud-74-mexico-chiapas-epicentro/,¿Dónde fue el epicentro del sismo de magnitud 7.4 en México?,138,62,85,0.964706,143.44
actual,2026-08-02,2026-08-18,/technology/devices/filtracion-del-iphone-18-pro-imagenes-revelan-su-aspecto-real-y-nuevo-color/,Filtración del iPhone 18 Pro: Imágenes revelan su aspecto real y nuevo color - Revista Mercado,138,65,80,1.000000,58.30
actual,2026-08-02,2026-08-18,/technology/devices/whatsapp-suspendido-los-3-pasos-definitivos-para-apelar-y-recuperar-tu-numero/,Cómo recuperar una cuenta suspendida de WhatsApp en 2026,138,64,83,0.975904,208.51
anterior,2026-07-16,2026-08-01,/business/como-china-utiliza-la-inteligencia-artificial-de-codigo-abierto-para-ganar-influencia-global/,Cómo China utiliza la inteligencia artificial de código abierto para ganar influencia global - Revista Mercado,136,63,85,1.000000,90.50
anterior,2026-07-16,2026-08-01,/category/daily-news/,Daily News Archives - Revista Mercado,136,53,75,1.000000,25.18
anterior,2026-07-16,2026-08-01,/empresas/sport-business/los-10-deportistas-mejor-pagados-del-mundo-en-2026-quien-gana-mas-y-cuanto/,Los 10 deportistas mejor pagados del mundo en 2026: quién gana más y cuánto - Revista Mercado,136,54,76,0.973684,123.56
anterior,2026-07-16,2026-08-01,/event-detail/top-lawyers-3/,Top Lawyers,136,50,68,0.985294,315.70
anterior,2026-07-16,2026-08-01,/lifestyle/ranking-marcas-lujo-mas-valiosas-2025/,Las marcas de lujo más valiosas del mundo en 2025,136,62,80,0.937500,150.45
anterior,2026-07-16,2026-08-01,/mercado-exchange/victor-corniel-ia-y-medicina/,Víctor Corniel: “La revolución sanitaria será predictiva y humana”,136,48,79,0.924051,184.36
anterior,2026-07-16,2026-08-01,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-lunes-20-de-julio-de-2026/,Precio del dólar hoy en República Dominicana este lunes 20 de julio de 2026 - Revista Mercado,136,62,91,0.978022,55.56
actual,2026-08-02,2026-08-18,/technology/devices/los-celulares-en-los-que-dejara-de-funcionar-el-asistente-de-google-desde-el-4-de-septiembre/,Celulares en los que dejará de funcionar el Asistente de Google,136,58,90,1.000000,111.73
anterior,2026-07-16,2026-08-01,/technology/devices/vale-la-pena-esperar-al-iphone-18-o-es-mejor-comprar-el-iphone-17-ahora/,¿Comprar iPhone 17 o esperar al iPhone 18?,136,62,77,0.974026,317.44
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-nacional-del-jueves-6-de-mayo-de-2026/,Resultados de la lotería nacional del miércoles 6 de mayo de 2026 - Revista Mercado,135,54,75,1.000000,100.47
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-leidsa-del-sabado-11-de-julio-de-2026-en-republica-dominicana/,Resultados de Leidsa del sábado 11 de julio de 2026 en República Dominicana - Revista Mercado,135,54,75,0.986667,98.50
actual,2026-08-02,2026-08-18,/actualidad/se-aproxima-el-eclipse-solar-total-2026-se-podra-ver-desde-republica-dominicana-en-agosto/,Se aproxima el eclipse solar total 2026: ¿se podrá ver desde República Dominicana en agosto? - Revista Mercado,135,40,89,0.988764,106.36
actual,2026-08-02,2026-08-18,/business/apple-quiere-que-vuelvas-a-hablar-con-siri-5-funciones-que-explican-por-que/,Apple quiere que vuelvas a hablar con Siri: 5 funciones que explican por qué - Revista Mercado,135,34,51,0.980392,128.86
actual,2026-08-02,2026-08-18,/empresas/el-heredero-del-imperio-el-perfil-reservado-del-empresario-llamado-a-reemplazar-a-carlos-slim-como-el-hombre-mas-rico-de-mexico/,Carlos Slim Domit: el heredero de la fortuna Slim,135,65,87,1.000000,153.14
actual,2026-08-02,2026-08-18,/lifestyle/los-10-mejores-restaurantes-de-santo-domingo-en-2026-segun-tripadvisor/,"Los 10 mejores restaurantes de Santo Domingo en 2026, según Tripadvisor - Revista Mercado",135,64,74,0.972973,191.49
actual,2026-08-02,2026-08-18,/money-invest/daily-news/por-que-bogota-dejara-de-ser-la-unica-sede-del-gobierno-en-colombia-con-de-la-espriella/,¿Por qué De la Espriella busca descentralizar el Gobierno de Colombia?,135,63,87,0.931034,198.81
actual,2026-08-02,2026-08-18,/business/spacex-elon-musk-quiere-llevar-robots-a-la-luna-para-alcanzar-los-us1-billon-en-ingresos/,SpaceX: Elon Musk quiere llevar robots a la Luna para alcanzar los US$1 billón en ingresos - Revista Mercado,134,61,91,0.989011,122.73
actual,2026-08-02,2026-08-18,/empresas/sport-business/ceremonia-clausura-santo-domingo-2026-en-vivo/,🔴 Clausura Santo Domingo 2026 EN VIVO: mira la transmisión,134,57,69,0.985507,223.33
anterior,2026-07-16,2026-08-01,/lifestyle/experiencias/cual-es-la-zona-mas-lujosa-para-vivir-en-republica-dominicana-los-paraisos-inmobiliarios-mas-exclusivos/,¿Cuál es la zona más lujosa para vivir en República Dominicana?,134,62,80,0.975000,146.07
anterior,2026-07-16,2026-08-01,/mercado-exchange/mercado-media-network-estrena-su-primer-autoshow-en-un-mismo-escenario-con-vision-emprendedora-2026/,Mercado estrena su primer AutoShow y Visión Emprendedora 2026 - Revista Mercado,134,48,69,0.985507,113.75
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/mundial-2030-64-equipos-conmebol-fifa/,Mundial 2030: Conmebol propone un torneo con 64 selecciones,134,60,83,0.987952,167.89
anterior,2026-07-16,2026-08-01,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-miercoles-22-de-julio-de-2026/,Precio del dólar hoy en República Dominicana este miércoles 22 de julio de 2026 - Revista Mercado,134,55,87,0.977011,86.27
anterior,2026-07-16,2026-08-01,/technology/50-avances-tecnologicos-que-cambiaron-el-mundo-en-el-siglo-21/,50 avances tecnológicos del siglo 21 que cambiaron al mundo,134,50,81,0.962963,120.25
actual,2026-08-02,2026-08-18,/lifestyle/la-pelicula-de-terror-que-hollywood-no-se-atrevia-a-hacer-asi-es-ice-cream-man-de-eli-roth/,Eli Roth regresa a la gran pantalla con 'Ice Cream Man',133,65,87,0.954023,72.20
actual,2026-08-02,2026-08-18,/technology/devices/como-activar-las-alertas-de-terremotos-de-google-en-tu-celular-android-paso-a-paso/,Alertas de terremotos en Android: cómo funcionan y activarlas,133,61,84,1.000000,56.08
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-las-loterias-del-13-de-julio-de-2026-en-republica-dominicana/,Resultados de las loterías del 13 de julio de 2026 en República Dominicana - Revista Mercado,132,57,87,1.000000,130.91
anterior,2026-07-16,2026-08-01,/category/mercado-norte/,Mercado Norte Archives - Revista Mercado,132,66,69,1.000000,0.07
anterior,2026-07-16,2026-08-01,/event/agrotech-summit/,Agrotech Summit,132,48,80,0.875000,313.03
actual,2026-08-02,2026-08-18,/lifestyle/los-8-mejores-restaurantes-de-punta-cana-en-2026-segun-tripadvisor/,"Los 8 mejores restaurantes de punta cana en 2026, según Tripadvisor - Revista Mercado",132,50,67,0.970149,150.22
actual,2026-08-02,2026-08-18,/money-invest/daily-news/demanda-historica-a-las-redes-sociales-acusan-a-meta-tiktok-snapchat-y-youtube-de-danar-a-jovenes/,"¿Qué alega la demanda contra Meta, TikTok, Snapchat y YouTube?",132,49,69,0.971014,112.32
actual,2026-08-02,2026-08-18,/autoshow-and-vision-emprendedora-2026/,AutoShow and Vision Emprendedora 2026 - Revista Mercado,131,54,78,0.948718,92.93
actual,2026-08-02,2026-08-18,/business/foro-nacional-para-el-pleno-desarrollo-como-meta-rd-2036-busca-que-republica-dominicana-supere-la-trampa-del-ingreso-medio/,Foro Nacional para el Pleno Desarrollo: ¿cómo Meta RD 2036 busca que República Dominicana supere la trampa del ingreso medio? - Revista Mercado,131,53,76,0.973684,97.55
actual,2026-08-02,2026-08-18,/empresas/gestion/como-redactar-un-informe-de-experimento-guia-completa-2024/,Cómo redactar un informe de experimento: Guía completa 2024  - Revista Mercado,131,46,67,1.000000,139.41
anterior,2026-07-16,2026-08-01,/lifestyle/viajes/top-10-de-los-pasaportes-mas-poderosos-del-mundo-en-que-puesto-esta-republica-dominicana/,Ranking 2026: los 10 pasaportes más poderosos del mundo,131,62,84,0.988095,148.37
actual,2026-08-02,2026-08-18,/money-invest/daily-news/como-ver-juegos-centroamericanos-santo-domingo-2026-rd/,¿Cuándo y dónde ver los Juegos Centroamericanos 2026 en RD?,131,60,79,1.000000,174.31
anterior,2026-07-16,2026-08-01,/category/turismo/fitur/,FITUR Archives - Revista Mercado,130,65,75,1.000000,0.28
anterior,2026-07-16,2026-08-01,/internacional/la-tragedia-migratoria-en-ceuta-deja-34-muertos-tras-una-entrada-masiva-desde-marruecos/,Asciende a 34 el número de cadáveres en la costa de Ceut,130,58,83,0.963855,124.16
actual,2026-08-02,2026-08-18,/lifestyle/viajes/poder-del-pasaporte-de-rd-en-2026-lista-de-paises-que-no-exigen-visa-a-dominicanos/,Países que los dominicanos pueden visitar sin visa en 2026,130,55,76,0.960526,321.67
actual,2026-08-02,2026-08-18,/lifestyle/viajes/top-10-de-los-pasaportes-mas-poderosos-del-mundo-en-que-puesto-esta-republica-dominicana/,Ranking 2026: los 10 pasaportes más poderosos del mundo,130,49,81,0.962963,209.72
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/final-del-mundial-2026-rompe-record-de-audiencia-con-63-millones-de-espectadores-en-ee-uu/,Final del Mundial 2026 rompe récord de audiencia con 63 millones de espectadores en EE. UU. - Revista Mercado,130,58,78,0.961538,74.25
anterior,2026-07-16,2026-08-01,/technology/devices/que-significa-el-nuevo-punto-verde-que-esta-apareciendo-en-los-contactos-de-whatsapp/,¿Qué significa el nuevo punto verde que está apareciendo en los contactos de WhatsApp? - Revista Mercado,130,61,81,0.975309,68.55
actual,2026-08-02,2026-08-18,/technology/la-nueva-aduana-digital/,La nueva aduana digital - Revista Mercado,130,51,65,0.969231,88.97
actual,2026-08-02,2026-08-18,/money-invest/daily-news/panamax-2026-21-paises-inician-ejercicios-militares-para-proteger-el-canal-de-panama/,"Panamax 2026, los ejercicios militares para proteger la seguridad del Canal - Revista Mercado",129,60,83,0.939759,239.96
anterior,2026-07-16,2026-08-01,/technology/whatsapp-empezara-a-cobrar-meta-lanza-suscripciones-y-cambia-su-modelo-de-negocio/,WhatsApp empezará a cobrar: Meta lanza suscripciones y cambia su modelo de negocio - Revista Mercado,129,58,72,0.972222,390.69
actual,2026-08-02,2026-08-18,/technology/whatsapp-web-incorpora-llamadas-y-videollamadas-desde-el-navegador-asi-funciona-la-nueva-funcion/,WhatsApp Web incorpora llamadas y videollamadas desde el navegador: así funciona la nueva función - Revista Mercado,129,60,79,0.987342,49.19
actual,2026-08-02,2026-08-18,/actualidad/ranking-de-inflacion-en-latinoamerica-2026-cuales-son-los-paises-mas-caros-para-vivir/,Ranking de inflación en Latinoamérica 2026: ¿Cuáles son los países más caros para vivir? - Revista Mercado,128,56,74,0.986486,277.47
anterior,2026-07-16,2026-08-01,/category/sector-hotelero/,Sector hotelero Archives - Revista Mercado,128,64,72,1.000000,0.02
actual,2026-08-02,2026-08-18,/empresas/cuales-son-los-mejores-paises-para-emigrar-o-vivir-en-2026-en-latinoamerica-y-el-mundo/,¿Cuál es el mejor país para emigrar en 2026? Estos lideran,128,60,80,1.000000,159.48
anterior,2026-07-16,2026-08-01,/empresas/riesgo-pais-en-america-latina-2026-que-paises-mejoraron-en-el-primer-semestre/,Riesgo país en América Latina 2026: ¿Qué países mejoraron en el primer semestre? - Revista Mercado,128,54,77,0.961039,131.84
anterior,2026-07-16,2026-08-01,/empresas/sport-business/los-contratos-de-imagen-de-messi-en-el-mundial-2026-adidas-apple-y-los-millones-en-juego/,"Los contratos de imagen de Messi en el Mundial 2026: Adidas, Apple y los millones en juego - Revista Mercado",128,58,77,0.935065,179.90
anterior,2026-07-16,2026-08-01,/lifestyle/las-20-ciudades-mas-pobladas-del-mundo-en-2026-ranking-actualizado/,Las 20 ciudades más pobladas del mundo en 2026: ranking actualizado - Revista Mercado,128,59,75,0.973333,108.06
anterior,2026-07-16,2026-08-01,/mercado-women/trends/atletas-favoritas-de-los-juegos-centroamericanos/,Las atletas favoritas de los Juegos Centroamericanos 2026,128,52,76,0.973684,271.61
actual,2026-08-02,2026-08-18,/money-invest/daily-news/cuando-sera-el-eclipse-solar-de-agosto-2026-y-como-verlo-en-vivo/,Eclipse solar agosto 2026: cuándo es y cómo verlo en vivo,128,58,79,0.974684,73.44
actual,2026-08-02,2026-08-18,/money-invest/daily-news/mundial-2030-y-2034-donde-y-cuando-se-jugaran-las-proximas-ediciones-de-la-copa-del-mundo/,FIFA confirma las sedes del Mundial 2030 y 2034,128,60,79,0.949367,74.79
anterior,2026-07-16,2026-08-01,/technology/devices/como-tener-youtube-premium-gratis-en-2026-de-forma-completamente-legal/,Cómo obtener YouTube Premium gratis de forma legal en 2026,128,61,79,1.000000,60.67
anterior,2026-07-16,2026-08-01,/cover-story/mariel-aybar-impulsa-el-empoderamiento-financiero-femenino-con-balanza/,Mariel Aybar impulsa el empoderamiento financiero femenino con Balanza - Revista Mercado,127,54,68,1.000000,43.42
anterior,2026-07-16,2026-08-01,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-jueves-16-de-julio-de-2026/,Precio del dólar hoy en República Dominicana este Jueves 16 de julio de 2026 - Revista Mercado,127,56,83,0.975904,33.12
anterior,2026-07-16,2026-08-01,/business/la-inteligencia-artificial-factura-miles-de-millones-basta-para-justificar-la-inversion/,La inteligencia artificial factura miles de millones. ¿Basta para justificar la inversión? - Revista Mercado,126,56,82,0.987805,27.19
anterior,2026-07-16,2026-08-01,/category/sector-educacion/,Sector Educación Archives - Revista Mercado,126,63,71,1.000000,0.00
actual,2026-08-02,2026-08-18,/empresas/brand-content/una-smart-city-concebida-para-transformar-la-experiencia-de-vivir/,Una Smart City concebida para transformar la experiencia de vivir - Revista Mercado,126,59,73,0.986301,107.21
actual,2026-08-02,2026-08-18,/empresas/fenomeno-en-el-mercado-cambiario-las-tres-monedas-de-america-latina-que-se-imponen-con-fuerza-al-dolar/,Fenómeno en el mercado cambiario: Las tres monedas de América Latina que se imponen con fuerza al dólar - Revista Mercado,126,57,75,0.973333,217.81
anterior,2026-07-16,2026-08-01,/lifestyle/el-mejor-ron-dominicano-y-los-8-rones-del-mundo-que-marcan-el-estandar-premium-segun-expertos/,El mejor ron dominicano y 8 rones premium del mundo,126,56,74,0.986486,154.46
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/la-union-europea-fortalecera-su-alianza-con-la-asean-con-nuevos-acuerdos-estrategicos-en-vietnam-filipinas-e-indonesia/,La UE apuesta por elevar sus relaciones con el Sudeste Asiático - Revista Mercado,126,58,81,0.950617,15.33
anterior,2026-07-16,2026-08-01,/technology/devices/apple-lanza-apple-upgrade-el-programa-para-arrendar-iphone-mac-y-ipad-por-cuotas-mensuales/,"Apple lanza Apple Upgrade para alquilar iPhone, iPad y Mac",126,57,77,0.935065,139.09
actual,2026-08-02,2026-08-18,/turismo/a-donde-viajar-sin-visa-en-junio-de-2026-los-paises-abiertos-para-el-pasaporte-dominicano/,Países sin visa para dominicanos en 2026: lista actualizada,126,51,70,0.971429,223.46
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-nacional-del-jueves-6-de-mayo-de-2026/,Resultados de la lotería nacional del miércoles 6 de mayo de 2026 - Revista Mercado,124,55,79,0.987342,64.80
actual,2026-08-02,2026-08-18,/internacional/trump-asegura-que-cancelo-un-ataque-contra-iran-y-reanudara-las-negociaciones-este-lunes/,Trump afirma que reinicia diálogo con Irán,124,59,82,1.000000,94.81
actual,2026-08-02,2026-08-18,/lifestyle/ranking-paises-mas-baratos-para-viajar-en-latinoamerica-en-2026/,Ranking: países más baratos para viajar en Latinoamérica en 2026 - Revista Mercado,124,55,68,1.000000,85.05
actual,2026-08-02,2026-08-18,/mercado-women/leadership/carmen-aristegui-moderando-en-la-onu/,Carmen Aristegui modera primer debate de elecciones en la ONU,124,43,63,0.968254,155.75
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/mbappe-goleador-del-mundial-2026-y-maximo-artillero-historico-con-22-tantos/,"Mbappé, máximo goleador del Mundial 2026 y de la historia - Revista Mercado",124,57,78,1.000000,147.18
actual,2026-08-02,2026-08-18,/money-invest/daily-news/zohran-mamdani-homenajea-a-la-comunidad-dominicana-y-destaca-su-papel-en-la-historia-de-nueva-york/,Alcalde de Nueva York homenajea a la comunidad dominicana,124,62,82,1.000000,91.59
anterior,2026-07-16,2026-08-01,/products/medihealth/,MediHeatlh - Revista Mercado,124,62,66,1.000000,11.18
anterior,2026-07-16,2026-08-01,/technology/devices/como-funciona-la-nueva-herramienta-de-whatsapp-para-chatear-con-alguien-sin-pedirle-su-numero/,Nombres de usuario en WhatsApp: así funcionarán,124,54,80,0.987500,116.98
anterior,2026-07-16,2026-08-01,/turismo/el-ranking-de-turismo-2026-los-paises-de-america-latina-que-mas-crecieron-y-republica-dominicana-entre-los-lideres/,El ranking de turismo 2026: los países de América Latina que más crecieron y República Dominicana entre los líderes - Revista Mercado,124,48,60,1.000000,55.07
actual,2026-08-02,2026-08-18,/category/business/,Business Archives - Revista Mercado,123,55,60,1.000000,37.45
anterior,2026-07-16,2026-08-01,/empresas/sport-business/argentina-vs-inglaterra-mundial-2026-historia-rivalidad/,Argentina enfrenta a Inglaterra en una semifinal de infarto,123,48,66,1.000000,38.62
actual,2026-08-02,2026-08-18,/event-detail/construction-summit-region-norte-2026/,Construction Summit – Región Norte 2026,123,54,66,0.984848,63.45
actual,2026-08-02,2026-08-18,/technology/apple-elimina-el-negro-en-el-iphone-18-pro-estos-serian-los-nuevos-colores/,iPhone 18: La Controversia del Color Negro - Revista Mercado,123,61,72,0.958333,130.47
actual,2026-08-02,2026-08-18,/actualidad/ranking-de-presidentes-de-eeuu-con-mas-deportaciones/,Ranking de presidentes de EEUU con más deportaciones  - Revista Mercado,122,53,63,0.984127,19.14
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-quiniela-real-del-miercoles-5-de-agosto-del-2026/,Resultados de la Lotería Quiniela Real del miércoles 5 de agosto del 2026 - Revista Mercado,122,56,81,1.000000,49.20
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-leidsa-del-sabado-6-de-junio-de-2026/,Resultados de Leidsa del sábado 6 de junio de 2026 - Revista Mercado,122,19,36,1.000000,868.21
anterior,2026-07-16,2026-08-01,/empresas/las-empresas-de-america-latina-aumentan-15-el-pago-de-dividendos-en-2026-y-el-impacto-en-rd/,Las empresas de América Latina aumentan 15% el pago de dividendos en 2026 y el impacto en RD - Revista Mercado,122,52,71,0.985915,55.05
actual,2026-08-02,2026-08-18,/empresas/los-10-millonarios-mas-ricos-de-latinoamerica-en-2026-asi-marchan-sus-fortunas-a-mitad-de-ano/,Los 10 millonarios más ricos de Latinoamérica en 2026: Así marchan sus fortunas a mitad de año - Revista Mercado,122,53,75,0.986667,246.13
actual,2026-08-02,2026-08-18,/empresas/sport-business/millones-que-generaron-los-medallistas-dominicanos-cuanto-dinero-recibio-cada-deportista-por-ganar-una-medalla/,Premios por medallas en Santo Domingo 2026: ¿cuánto reciben?,122,52,80,0.962500,229.66
actual,2026-08-02,2026-08-18,/medihealth/salud/que-le-pasa-al-higado-si-comes-pina-todos-los-dias-esto-dicen-los-estudios-cientificos/,¿Qué le pasa al hígado si comes piña todos los días? Esto dicen los estudios científicos - Revista Mercado,122,46,68,0.985294,113.58
anterior,2026-07-16,2026-08-01,/mercado-women/ranking-las-mujeres-mas-poderosas-del-mundo-en-2026/,Ranking: Las mujeres más poderosas del mundo en 2026 - Revista Mercado,122,49,57,1.000000,144.22
actual,2026-08-02,2026-08-18,/rankings_cat/empresas-mas-admiradas/,Empresas más Admiradas Archives - Revista Mercado,122,53,64,0.984375,20.61
anterior,2026-07-16,2026-08-01,/technology/devices/nueva-funcion-de-voz-en-chatgpt-la-tecnologia-conversacional-que-imita-el-habla-humana/,Así cambia la función de voz de ChatGPT con IA más natural,122,59,86,1.000000,62.63
actual,2026-08-02,2026-08-18,/technology/devices/whatsapp-dejara-de-funcionar-en-estos-iphone-en-noviembre-2026-como-evitarlo/,WhatsApp dejará de funcionar en estos iPhone en 2026,122,55,81,0.987654,73.55
anterior,2026-07-16,2026-08-01,/autoshow-and-vision-emprendedora-2026/,(not set),121,101,116,1.000000,6.18
anterior,2026-07-16,2026-08-01,/empresas/quien-es-el-dueno-de-coca-cola-los-grandes-inversores-detras-de-la-empresa/,¿Quién es el dueño de Coca-Cola? Los grandes inversores detrás de la empresa - Revista Mercado,121,58,72,0.972222,125.53
actual,2026-08-02,2026-08-18,/money-invest/daily-news/que-hacer-en-caso-de-tsunami-en-republica-dominicana-segun-el-coe/,Cómo actuar ante un tsunami en República Dominicana,121,53,79,0.974684,131.11
actual,2026-08-02,2026-08-18,/technology/devices/que-pasara-con-mis-suscripciones-de-max-y-paramount-y-como-me-afecta-esta-nueva-fusion/,Max y Paramount+: ¿Qué pasará con tu suscripción tras la fusión?,121,55,72,0.958333,173.03
actual,2026-08-02,2026-08-18,/event-detail/family-values-2026/,Family Values 2026,120,52,75,0.960000,69.29
anterior,2026-07-16,2026-08-01,/internacional/rusia-lanza-un-ataque-masivo-contra-fabricas-militares-y-puertos-de-ucrania/,Rusia realiza ataque quirúrgico en Ucrania,120,57,76,1.000000,151.95
