periodo,periodo_inicio,periodo_fin,pagePath,pageTitle,screenPageViews,totalUsers,sessions,engagementRate,averageSessionDuration
actual,2026-07-26,2026-08-11,/medihealth/salud/esta-es-la-vitamina-que-puede-ayudar-a-mejorar-el-colesterol-segun-mayo-clinic/,"Esta es la vitamina que puede ayudar a mejorar el colesterol, según Mayo Clinic - Revista Mercado",6,3,3,1.000000,42.95
anterior,2026-07-09,2026-07-25,/medihealth/salud/esta-es-la-vitamina-que-puede-ayudar-a-mejorar-el-colesterol-segun-mayo-clinic/,"Esta es la vitamina que puede ayudar a mejorar el colesterol, según Mayo Clinic - Revista Mercado",6,3,4,1.000000,214.46
actual,2026-07-26,2026-08-11,/medihealth/salud/esto-es-lo-que-le-pasa-al-cuerpo-si-tomas-cafe-todos-los-dias/,Esto es lo que le pasa al cuerpo si tomas café todos los días - Revista Mercado,6,3,4,1.000000,210.79
actual,2026-07-26,2026-08-11,/medihealth/salud/las-vitaminas-suelen-faltar-cuando-el-cabello-empieza-a-caerse/,Las vitaminas suelen faltar cuando el cabello empieza a caerse - Revista Mercado,6,3,4,1.000000,186.26
anterior,2026-07-09,2026-07-25,/medihealth/salud/mas-que-habito-asi-funciona-la-adiccion-al-cigarrillo-en-el-cerebro/,Más que hábito: así funciona la adicción al cigarrillo en el cerebro - Revista Mercado,6,3,4,1.000000,48.14
anterior,2026-07-09,2026-07-25,/medihealth/salud/no-es-solo-envejecimiento-harvard-identifica-por-que-falla-la-memoria/,No es solo envejecimiento: Harvard identifica por qué falla la memoria - Revista Mercado,6,3,3,1.000000,132.12
actual,2026-07-26,2026-08-11,/medihealth/salud/nueva-inmunoterapia-promete-ampliar-la-lucha-contra-el-cancer/,Nueva inmunoterapia promete ampliar la lucha contra el cáncer - Revista Mercado,6,2,2,1.000000,12.35
actual,2026-07-26,2026-08-11,/medihealth/salud/primeros-sintomas-de-la-diabetes-senales-tempranas-que-debes-reconocer-segun-mayo-clinic/,"Primeros síntomas de la diabetes: señales tempranas que debes reconocer, según Mayo Clinic - Revista Mercado",6,3,5,1.000000,62.84
anterior,2026-07-09,2026-07-25,/medihealth/salud/que-enfermedades-afectan-mas-a-las-mujeres-de-25-a-40-anos-y-como-prevenirlas/,Enfermedades más comunes en mujeres de 25 a 40 años,6,3,4,1.000000,0.00
anterior,2026-07-09,2026-07-25,/medihealth/salud/que-es-baxfendy-para-que-sirve-el-nuevo-farmaco-de-astrazeneca-contra-la-hipertension/,Baxfendy: nuevo medicamento contra la hipertensión,6,3,6,0.833333,71.63
anterior,2026-07-09,2026-07-25,/medihealth/salud/que-pasa-si-duermes-con-tu-perro-todos-los-dias-riesgos-y-beneficios-segun-expertos/,¿Qué pasa si duermes con tu perro todos los días? Riesgos y beneficios según expertos - Revista Mercado,6,2,2,1.000000,25.63
actual,2026-07-26,2026-08-11,/medihealth/salud/un-aminoacido-en-la-dieta-podria-influir-en-la-depresion/,Un aminoácido en la dieta podría influir en la depresión - Revista Mercado,6,1,2,1.000000,1307.91
actual,2026-07-26,2026-08-11,/medihealth/salud/virus-de-transmision-sexual-ya-supera-al-tabaco-como-causa-de-cancer-de-garganta/,Virus de transmisión sexual ya supera al tabaco como causa de cáncer de garganta - Revista Mercado,6,3,3,1.000000,204.56
actual,2026-07-26,2026-08-11,/medihealth/salud/vitaminas-prenatales-cual-es-la-mas-recomendada-cuando-empezar-y-si-puedes-tomarlas-sin-estar-embarazada/,"Vitaminas prenatales: cuál es la más recomendada, cuándo empezar y si puedes tomarlas sin estar embarazada - Revista Mercado",6,3,3,1.000000,85.34
anterior,2026-07-09,2026-07-25,/medihealth/salud/vitaminas-prenatales-cual-es-la-mas-recomendada-cuando-empezar-y-si-puedes-tomarlas-sin-estar-embarazada/,"Vitaminas prenatales: cuál es la más recomendada, cuándo empezar y si puedes tomarlas sin estar embarazada - Revista Mercado",6,3,3,1.000000,576.65
actual,2026-07-26,2026-08-11,/medihealth/semaglutida-medicamento-esperanzador-que-combate-la-obesidad/,"Semaglutida, medicamento esperanzador que combate la obesidad",6,3,3,1.000000,1152.04
actual,2026-07-26,2026-08-11,/medihealth/sindrome-del-corazon-rigido/,Síndrome del corazón rígido cómo minimizar sus efectos- Revista Mercado,6,3,3,1.000000,176.92
anterior,2026-07-09,2026-07-25,/medihealth/stay-positive-think-clear-medihealth/,"Stay positive, think clear Medihealth - Revista Mercado",6,3,3,1.000000,4.11
actual,2026-07-26,2026-08-11,/medihealth/telefono-danando-tu-corazon/,Tu teléfono móvil podría estar dañando tu corazón,6,3,3,1.000000,231.49
actual,2026-07-26,2026-08-11,/medihealth/tension-muscular-el-reflejo-de-un-estado-estresante-que-pasa-al-plano-fisico/,Tensión muscular: cuando un estado estresante pasa al plano físico,6,1,3,1.000000,0.00
actual,2026-07-26,2026-08-11,/medihealth/terapia-genetica-reduce-el-colesterol-a-la-mitad/,Terapia genética reduce el colesterol a la mitad - Revista Mercado,6,2,2,1.000000,22.35
actual,2026-07-26,2026-08-11,/medihealth/tonsilolitos/,Los tonsilolitos son cuausados por falta de higiene bucal,6,3,5,1.000000,0.00
actual,2026-07-26,2026-08-11,/medihealth/wellbeing/30-dias-sin-azucar/,30 días sin azúcar: el experimento que cambió tu cuerpo y mente,6,2,2,1.000000,100.78
anterior,2026-07-09,2026-07-25,/medihealth/wellbeing/alarma-repetida-enfermedad/,¿Eres del club ‘Snooze’? El daño de repetir la alarma,6,1,2,1.000000,353.19
anterior,2026-07-09,2026-07-25,/medihealth/wellbeing/como-bajar-el-colesterol-con-la-dieta-los-alimentos-que-ayudan-y-en-que-cantidad/,7 alimentos para bajar el colesterol y proteger la salud del corazón,6,3,4,1.000000,39.17
anterior,2026-07-09,2026-07-25,/medihealth/wellbeing/cuales-son-los-10-alimentos-con-azucar-oculto-mas-comunes-en-la-dieta/,Los 10 alimentos con azúcar oculto más comunes en la dieta,6,3,4,1.000000,430.45
anterior,2026-07-09,2026-07-25,/medihealth/wellbeing/dieta-biodiversa/,"Más especies, más vida: el secreto que ninguna dieta te dice",6,1,2,1.000000,37.63
actual,2026-07-26,2026-08-11,/medihealth/wellbeing/el-bpm-de-canciones-para-running/,¿Por qué el BPM de tus canciones puede ser tu mejor entrenador?,6,3,4,1.000000,42.64
actual,2026-07-26,2026-08-11,/medihealth/wellbeing/el-superalimento-olvidado-la-planta-rica-en-potasio-y-fibra-que-protege-tu-corazon-y-favorece-la-digestion/,Beneficios de la okra: cómo ayuda al corazón y la digestión,6,3,3,1.000000,193.86
actual,2026-07-26,2026-08-11,/medihealth/wellbeing/higado-graso-cuantos-vasos-de-agua-debes-tomar-al-dia-para-reducir-la-inflamacion/,¿Cuánta agua tomar para el hígado graso?,6,3,4,1.000000,30.82
anterior,2026-07-09,2026-07-25,/medihealth/wellbeing/higado-graso-cuantos-vasos-de-agua-debes-tomar-al-dia-para-reducir-la-inflamacion/,¿Cuánta agua tomar para el hígado graso?,6,3,4,1.000000,379.61
actual,2026-07-26,2026-08-11,/medihealth/wellbeing/las-potentes-vitaminas-que-deberias-tomar-a-diario-para-retrasar-el-envejecimiento/,Las potentes vitaminas que deberías tomar a diario para retrasar el envejecimiento - Revista Mercado,6,3,5,1.000000,49.39
anterior,2026-07-09,2026-07-25,/medihealth/wellbeing/los-5-peligros-ocultos-de-consumir-proteina-todos-los-dias-segun-la-ciencia/,5 efectos de consumir demasiada proteína que pocos conocen,6,3,4,1.000000,306.38
anterior,2026-07-09,2026-07-25,/medihealth/wellbeing/magnesio-estres/,"No es estrés, es magnesio: lo que tu cuerpo está intentando decirte",6,3,5,1.000000,15.44
actual,2026-07-26,2026-08-11,/medihealth/wellbeing/microdecisiones-fuerza-para-estancados/,Microdecisiones: el nuevo músculo mental para los estancados,6,2,3,1.000000,36.41
anterior,2026-07-09,2026-07-25,/medihealth/wellbeing/miel-de-abeja-7-beneficios-respaldados-por-la-ciencia-que-mejoraran-su-salud/,"Beneficios de la miel para la salud, según la ciencia",6,3,4,1.000000,199.08
actual,2026-07-26,2026-08-11,/mejores-empresas-para-trabajar-en-rd-2015/,Mejores Empresas Para Trabajar en RD 2015 - Revista Mercado,6,3,3,1.000000,11.31
actual,2026-07-26,2026-08-11,/mejores-empresas-para-trabajar-en-rd-2021/,Mejores Empresas Para Trabajar en RD 2021,6,2,2,1.000000,34.84
anterior,2026-07-09,2026-07-25,/mercado-este/golf-en-rd-un-pilar-economico-en-la-industria-turistica/,Golf en RD: Un pilar económico en la industria turística - Revista Mercado,6,3,3,1.000000,182.02
anterior,2026-07-09,2026-07-25,/mercado-este/grupo-puntacana-conquista-tres-premios-latam-digital-2024/,Grupo Puntacana conquista tres premios Latam Digital 2024 - Revista Mercado,6,3,3,1.000000,1.63
anterior,2026-07-09,2026-07-25,/mercado-este/mercado-este-abril-junio-2022/,Revista Mercado Este: Mujeres que dejan huella en la región,6,3,3,1.000000,0.00
anterior,2026-07-09,2026-07-25,/mercado-este/revista-mercado-este-the-best-of-dr-region-este-2022/,Revista Mercado Este: The Best of DR Región Este 2022,6,3,3,1.000000,0.00
anterior,2026-07-09,2026-07-25,/mercado-este/revista-mercado-region-este-40-under-40-2023/,Revista Mercado Este: 40 Under 40 2023 - Revista Mercado,6,3,3,1.000000,1.69
anterior,2026-07-09,2026-07-25,/mercado-exchange/5-lecciones-clave-de-las-mejores-empresas-para-trabajar-en-rd-2025/,5 lecciones clave de las Mejores Empresas para Trabajar en RD 2025  - Revista Mercado,6,2,4,1.000000,255.02
anterior,2026-07-09,2026-07-25,/mercado-exchange/bonos-verdes-oportunidades-en-republica-dominicana/,Bonos Verdes: Oportunidades en República Dominicana  - Revista Mercado,6,1,1,1.000000,220.71
anterior,2026-07-09,2026-07-25,/mercado-exchange/en-vivo-mejores-empresas-para-trabajar-region-norte-2026/,EN VIVO | Mejores Empresas Para Trabajar Región Norte 2026 - Revista Mercado,6,4,6,0.833333,320.48
anterior,2026-07-09,2026-07-25,/mercado-exchange/ia-medicina-rd/,Cómo la IA está cambiando las decisiones clínicas en RD,6,3,4,1.000000,26.86
actual,2026-07-26,2026-08-11,/mercado-exchange/live-40-under-40-santiago/,Live. 40 Under 40. Santiago - Revista Mercado,6,2,3,1.000000,56.78
anterior,2026-07-09,2026-07-25,/mercado-exchange/mercado-40-under-40-2022/,"Revista Mercado presenta 40 Under 40', una nueva generación de líderes",6,3,3,1.000000,12.73
anterior,2026-07-09,2026-07-25,/mercado-exchange/mercado-energy-summit-2026-con-la-transicion-energetica-al-centro-de-la-conversacion/,Llega Mercado Energy Summit 2026 - Revista Mercado,6,2,2,1.000000,561.16
anterior,2026-07-09,2026-07-25,/mercado-exchange/mercado-energy-summit-2026-la-energia-como-motor-de-crecimiento-y-competitividad/,Mercado Energy Summit 2026: energía para el crecimiento - Revista Mercado,6,3,4,1.000000,562.75
anterior,2026-07-09,2026-07-25,/mercado-exchange/mercado-women-reconoce-a-las-magnolias-de-acero/,"Mercado Women reconoce a las ""Magnolias de Acero""",6,2,5,1.000000,97.23
actual,2026-07-26,2026-08-11,/mercado-exchange/reopen-restaurantes-miguel-arenas-conversa-con-revista-mercado/,ReOpen Restaurantes: Miguel Arenas conversa con Revista Mercado - Revista Mercado,6,3,3,1.000000,10.54
actual,2026-07-26,2026-08-11,/mercado-exchange/saymon-diaz/,"Entrevista exclusiva a Saymon Díaz: ""Sería impresionante ver a U2, a Madonna o Rolling Stones en RD"" - Revista Mercado",6,3,3,1.000000,66.34
actual,2026-07-26,2026-08-11,/mercado-exchange/the-best-of-dr-2022-en-10-frases/,"'The Best of DR 2022': una noche mágica, en 10 frases",6,2,5,0.800000,29.30
actual,2026-07-26,2026-08-11,/mercado-exchange/🔴-en-vivo-transporte-logistica-y-zonas-francas-summit-2026/,"🔴 EN VIVO | Transporte, Logística y Zonas Francas Summit 2026 - Revista Mercado",6,2,5,1.000000,514.76
anterior,2026-07-09,2026-07-25,/mercado-interview/39476-2/,"Ligia Bonetti, Presidente Ejecutiva - Grupo SID - Revista Mercado",6,3,4,1.000000,294.01
actual,2026-07-26,2026-08-11,/mercado-interview/alejandra-nuno-bienestar-modelo-productivo/,"Alejandra Nuño: La salud, bienestar personal en el centro del modelo productivo",6,3,3,1.000000,59.33
anterior,2026-07-09,2026-07-25,/mercado-interview/auto-asesores-rd-carlo-alvarez-gerente-general/,Así surgió Auto Asesores en RD - Revista Mercado,6,3,4,1.000000,33.97
actual,2026-07-26,2026-08-11,/mercado-interview/ciberseguridad-harry-peralta-harper/,"Ciberseguridad, IA y empleos de futuro, por Harry Peralta (HarPer) - Revista Mercado",6,3,4,1.000000,388.26
anterior,2026-07-09,2026-07-25,/mercado-interview/ciberseguridad-harry-peralta-harper/,"Ciberseguridad, IA y empleos de futuro, por Harry Peralta (HarPer) - Revista Mercado",6,1,1,1.000000,6.36
anterior,2026-07-09,2026-07-25,/mercado-interview/clinimed-30-anos-innovando-en-la-industria-de-la-salud/,"Clinimed, 30 años innovando en la industria de la salud",6,3,4,0.750000,28.68
actual,2026-07-26,2026-08-11,/mercado-interview/gabriel-rodriguez-cesar-iglesias/,"Gabriel Rodríguez, CFO César Iglesias: Somos catalizadores de oportunidades de valor - Revista Mercado",6,2,3,1.000000,12.80
anterior,2026-07-09,2026-07-25,/mercado-interview/jose-ivan-melo-pimentel-melcon/,José Ivan Melo Pimentel (MELCON): Añadiendo valor agregado a cada proyecto,6,1,3,1.000000,6.76
actual,2026-07-26,2026-08-11,/mercado-interview/jose-luis-gomez-burns-gerente-general-de-starbuck-rd-habla-a-revista-mercado/,"Un café con José Luis Gómez Burns, Gerente General de Starbucks RD - Revista Mercado",6,2,3,1.000000,11.50
actual,2026-07-26,2026-08-11,/mercado-interview/juan-lora-alvarez-gerente-general-de-pbs-habla-a-revista-mercado/,"Juan Lora Álvarez, Gerente General de PBS - Revista Mercado",6,2,3,1.000000,23.14
anterior,2026-07-09,2026-07-25,/mercado-interview/pereyra-y-asociados-power-lawyers/,Pereyra & Asociados y la modernización del Código Tributario Dominicano,6,3,3,1.000000,126.07
actual,2026-07-26,2026-08-11,/mercado-interview/petroquim-una-historia-de-valor-agregado-emprendimiento-y-adaptabilidad/,Petroquim. Una historia de valor agregado - Revista Mercado,6,3,4,1.000000,327.28
anterior,2026-07-09,2026-07-25,/mercado-interview/ryan-polanco-britchamdr-rd-rebosa-de-talento-y-posibilidades-de-servicios/,Ryan Polanco (BRITCHAMDR): RD rebosa de talento y posibilidades,6,3,3,1.000000,201.62
anterior,2026-07-09,2026-07-25,/mercado-interview/wind-telecom-enfocados-en-sumar-buenas-experiencias/,"Wind Telecom, enfocados en sumar buenas experiencias - Revista Mercado",6,1,3,1.000000,1033.71
anterior,2026-07-09,2026-07-25,/mercado-norte/revista-mercado-norte-poder-es-deber/,Revista Mercado Norte: Poder es deber,6,3,3,1.000000,0.00
anterior,2026-07-09,2026-07-25,/mercado-women/5-mitos-y-verdades-sobre-la-confianza-femenina-una-guia-para-conseguirla/,5 mitos y verdades sobre la confianza femenina: una guía para conseguirla,6,3,3,1.000000,20.84
actual,2026-07-26,2026-08-11,/mercado-women/abigail-johnson-una-fabrica-de-dinero-lejos-de-una-vida-publica/,"Abigail Johnson, una fábrica de dinero lejos de una vida pública - Revista Mercado",6,2,2,1.000000,23.81
actual,2026-07-26,2026-08-11,/mercado-women/ainep-en-la-busqueda-de-la-excelencia-educativa/,"AINEP, en la búsqueda de la excelencia educativa - Revista Mercado",6,1,2,1.000000,145.89
anterior,2026-07-09,2026-07-25,/mercado-women/ana-figueiredo-sobresaliendo-en-medio-de-la-crisis/,Ana Figueiredo: en un face to face de Mejores Empresas para Trabajar - Revista Mercado,6,3,3,1.000000,7.02
anterior,2026-07-09,2026-07-25,/mercado-women/aplicaciones-para-habitos/,"Aplicaciones para hábitos, ¿por qué son tendencia entre las CEO?",6,1,1,1.000000,107.97
actual,2026-07-26,2026-08-11,/mercado-women/camila-issa-cine-internacional/,"Camila Issa, una mariposa con éxito en la industria de cine internacional",6,3,4,1.000000,65.89
actual,2026-07-26,2026-08-11,/mercado-women/campesino-tea-rd-yakaira-diaz-liderazgo-femenino/,Campesino Tea RD y Yakaira Díaz: liderazgo femenino auténtico,6,3,5,0.800000,4.01
actual,2026-07-26,2026-08-11,/mercado-women/career/amelia-vicini-relevo-generacional-en-rd/,Amelia Vicini y la pregunta de empresas dominicanas sobre relevo,6,3,3,1.000000,132.55
anterior,2026-07-09,2026-07-25,/mercado-women/career/amelia-vicini-relevo-generacional-en-rd/,Amelia Vicini y la pregunta de empresas dominicanas sobre relevo,6,3,4,1.000000,0.00
anterior,2026-07-09,2026-07-25,/mercado-women/career/generacion-z-en-oriente-y-occidente/,Redes sociales: Generación Z en Oriente y Occidente,6,2,2,1.000000,426.29
anterior,2026-07-09,2026-07-25,/mercado-women/career/liderar-en-crisis-jacinda-ardern/,Liderar en crisis y dormir ocho horas: la fórmula de Jacinda Ardern,6,3,5,1.000000,70.48
anterior,2026-07-09,2026-07-25,/mercado-women/career/mujeres-brecha-digital/,Las mujeres en RD siguen enfrentando una brecha digital,6,3,3,1.000000,0.00
anterior,2026-07-09,2026-07-25,/mercado-women/career/mujeres-libros-escolares/,Mujeres siguen siendo secundarias en los libros escolares,6,3,3,1.000000,106.12
anterior,2026-07-09,2026-07-25,/mercado-women/career/mujeres-zonas-francas-dominicanas/,Más de 106 mil mujeres mueven las zonas francas dominicanas,6,3,4,0.750000,0.20
anterior,2026-07-09,2026-07-25,/mercado-women/career/paises-mujeres-atencion-medica/,Países en UE donde las mujeres reciben mejor atención médica,6,1,3,1.000000,0.00
actual,2026-07-26,2026-08-11,/mercado-women/career/por-que-nunca-ha-habido-una-mujer-papa/,¿Por qué nunca ha habido una mujer papa?,6,3,3,1.000000,31.93
anterior,2026-07-09,2026-07-25,/mercado-women/career/productividad-femenina-fase-menstrual/,Cómo la productividad femenina desafía las reglas de la biología,6,3,4,0.750000,142.80
actual,2026-07-26,2026-08-11,/mercado-women/carolina-mejia-abre-camino-hacia-un-santo-domingo-sostenible/,¿Carolina Mejía abre camino hacia un Santo Domingo sostenible? - Revista Mercado,6,2,2,1.000000,33.89
actual,2026-07-26,2026-08-11,/mercado-women/clara-reid-ceo-2022/,"Clara Reid, con una trayectoria destacable en CEO 2022 Edition by revista Mercado - Revista Mercado",6,3,5,0.800000,8.50
anterior,2026-07-09,2026-07-25,/mercado-women/clara-reid-ceo-2022/,"Clara Reid, con una trayectoria destacable en CEO 2022 Edition by revista Mercado - Revista Mercado",6,3,3,1.000000,29.28
actual,2026-07-26,2026-08-11,/mercado-women/como-reinsertar-a-la-mujer-dominicana-en-el-mercado-laboral/,¿Cómo reinsertar a la mujer dominicana en el mercado laboral?,6,3,4,1.000000,2.53
anterior,2026-07-09,2026-07-25,/mercado-women/conoce-a-las-mujeres-ceo-con-legado-de-republica-dominicana/,Conoce a las mujeres CEO con legado de República Dominicana,6,3,4,0.750000,8.84
anterior,2026-07-09,2026-07-25,/mercado-women/contratos-nil-marcas-apuestan/,¿Qué son los contratos NIL y por qué las marcas apuestan a ello?,6,1,2,1.000000,119.14
anterior,2026-07-09,2026-07-25,/mercado-women/de-cleopatra-a-enriquillo-kathleen-martinez-encabeza-historica-busqueda-en-rd/,De Cleopatra a Enriquillo: Kathleen Martínez encabeza histórica búsqueda en RD - Revista Mercado,6,2,4,1.000000,6.47
actual,2026-07-26,2026-08-11,/mercado-women/deportes-femeninos-rentables/,¿Los deportes femeninos son más rentables que el oro de sus medallas?,6,3,4,1.000000,46.63
anterior,2026-07-09,2026-07-25,/mercado-women/edilenia-tactuk-talento-naranja/,"Edilenia Tactuk, productora de televisión que expone el talento naranja - Revista Mercado",6,1,1,1.000000,77.51
actual,2026-07-26,2026-08-11,/mercado-women/elena-viyella-las-claves-para-construir-un-sector-electrico-confiable-y-resiliente/,Elena Viyella: claves para construir un sector eléctrico confiable y resiliente,6,1,1,1.000000,54.09
actual,2026-07-26,2026-08-11,/mercado-women/embajadora-minerva-bernardino-la-joya-de-los-derechos-humanos/,"Embajadora Minerva Bernardino, la joya de los Derechos Humanos",6,3,5,0.800000,11.20
anterior,2026-07-09,2026-07-25,/mercado-women/embajadora-minerva-bernardino-la-joya-de-los-derechos-humanos/,"Embajadora Minerva Bernardino, la joya de los Derechos Humanos",6,2,4,0.750000,0.00
anterior,2026-07-09,2026-07-25,/mercado-women/executive-profiles/chef-tita-chef-table-by-netflix/,Chef Tita: la cocina dominicana llega al universo de Chef’s Table,6,2,3,1.000000,5.96
actual,2026-07-26,2026-08-11,/mercado-women/executive-profiles/dominicana-alicia-ortega-entra-en-junta-de-la-sip-2025-28/,Dominicana Alicia Ortega entra en junta de la SIP 2025–28 - Revista Mercado,6,1,1,1.000000,29.37
actual,2026-07-26,2026-08-11,/mercado-women/executive-profiles/jlo-beauty-sale-de-sephora/,El adiós de JLo Beauty a Sephora: ¿Puede la marca salir a flote?,6,1,1,1.000000,698.47
anterior,2026-07-09,2026-07-25,/mercado-women/executive-profiles/khloe-kardashian-negocio-de-mezclilla/,"Khloé Kardashian, así expande su imperio de mezclilla inclusiva",6,3,5,1.000000,4.23
actual,2026-07-26,2026-08-11,/mercado-women/executive-profiles/lecciones-liderazgo-coco-chanel/,Lo que Coco Chanel puede enseñarte sobre liderazgo,6,3,3,1.000000,706.24
anterior,2026-07-09,2026-07-25,/mercado-women/executive-profiles/liana-camacho-loreal-caribe/,Liderar 25 islas desde L’Oréal Caribe: el desafío de Liana Camacho,6,3,4,0.750000,487.34
actual,2026-07-26,2026-08-11,/mercado-women/executive-profiles/paloma-rodriguez-narradora-grandes-ligas/,"Paloma Rodríguez, la mujer que llevó el alma latina al Citi Field",6,3,4,1.000000,9.06
anterior,2026-07-09,2026-07-25,/mercado-women/executive-profiles/phoebe-gates-heredera-de-bill-gates/,"Phoebe Gates, la heredera que quiere borrar su herencia del pitch",6,3,4,1.000000,110.55
anterior,2026-07-09,2026-07-25,/mercado-women/executive-profiles/priscilla-duran-reconocida-cardiologa/,Priscilla Durán y la mutación que la cardiología obvió,6,3,3,1.000000,0.00
actual,2026-07-26,2026-08-11,/mercado-women/executive-profiles/rocio-vidal-urbe/,Rocío Vidal toma URBE en el momento más decisivo para SD,6,1,3,1.000000,270.29
actual,2026-07-26,2026-08-11,/mercado-women/executive-profiles/ruth-porat-google-alphabeat/,El manual anti-crisis que Ruth Porat escribió desde Google,6,3,3,1.000000,80.64
anterior,2026-07-09,2026-07-25,/mercado-women/executive-profiles/tori-penso-fifa/,Cómo Tori Penso llegó al partido de la FIFA que cambió su carrera,6,3,4,1.000000,0.00
anterior,2026-07-09,2026-07-25,/mercado-women/gloria-morales/,"Gloria Morales: RD, más que una plataforma logística, una regional",6,1,1,1.000000,2424.48
actual,2026-07-26,2026-08-11,/mercado-women/gloria-reyes-asume-ministerio-de-la-mujer-en-nuevo-ajuste-de-abinader/,Gloria Reyes asume Ministerio de la Mujer en nuevo ajuste de Abinader  - Revista Mercado,6,3,3,1.000000,15.16
anterior,2026-07-09,2026-07-25,/mercado-women/iryna-vereschchuk-vive-bombardeos-ucrania/,"Iryna Vereshchuk: ""mujer de hierro"" que vive entre bombardeos a Ucrania",6,1,1,1.000000,881.92
anterior,2026-07-09,2026-07-25,/mercado-women/jessica-nouhavandi-pildora-abortiva-eeuu/,Jessica Nouhavandi capitalizó la píldora 'prohibida' en los EE.UU.,6,3,3,1.000000,1.69
actual,2026-07-26,2026-08-11,/mercado-women/la-comparona/,"La Comparona, un caso de éxito en el negocio de la belleza",6,3,3,1.000000,14.56
actual,2026-07-26,2026-08-11,/mercado-women/la-mujer-moderna-retratada-4-ilustradoras-feministas-famosas-de-instagram/,La mujer moderna retratada: 4 ilustradoras feministas famosas y su Instagram - Revista Mercado,6,3,4,1.000000,796.63
anterior,2026-07-09,2026-07-25,/mercado-women/la-reinvencion-del-reclutamiento-y-seleccion-en-rd-una-realidad-post-pandemia/,La reinvención del reclutamiento y selección en RD,6,3,4,1.000000,31.90
anterior,2026-07-09,2026-07-25,/mercado-women/las-ceo-por-derecho-propio-del-mundo-de-los-negocios-en-rd/,Las CEO por derecho propio del mundo de los negocios en RD - Revista Mercado,6,3,4,0.750000,128.87
actual,2026-07-26,2026-08-11,/mercado-women/las-mujeres-de-wall-street-del-siglo-xxi-un-camino-a-la-equidad/,"Las mujeres de Wall Street del siglo XXI, un camino a la equidad - Revista Mercado",6,3,3,1.000000,1.34
actual,2026-07-26,2026-08-11,/mercado-women/las-mujeres-que-transforman-la-salud-dominicana/,Las mujeres que transforman la salud dominicana - Revista Mercado,6,3,3,1.000000,195.85
anterior,2026-07-09,2026-07-25,/mercado-women/laura-acra-es-la-nueva-ceo-de-grupo-yunen-y-primera-mujer-en-la-directiva-de-asociacion-cibao/,Laura Acra es la nueva CEO de Grupo Yunen y primera mujer en la directiva de Asociación Cibao - Revista Mercado,6,2,2,1.000000,1201.57
actual,2026-07-26,2026-08-11,/mercado-women/leadership/3-estrategias-de-pro-competencia-al-mando-de-maria-vasquez/,3 estrategias de Pro-Competencia al mando de María Vásquez,6,3,5,1.000000,5.56
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/alexandria-ocasio-cortez-estrategias/,La estrategia de Alexandria Ocasio-Cortez por los demócratas,6,3,3,1.000000,2.30
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/alice-walton-mujer-mas-millonaria-del-mundo/,"Alice Walton, la nueva reina de las fortunas",6,2,5,1.000000,2.81
actual,2026-07-26,2026-08-11,/mercado-women/leadership/claudia-pellerano-entrevista/,"Claudia Pellerano: ""Más que techos de cristal, hay peldaños rotos""",6,3,3,1.000000,31.88
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/claudia-pellerano-entrevista/,"Claudia Pellerano: ""Más que techos de cristal, hay peldaños rotos""",6,3,5,1.000000,84.04
actual,2026-07-26,2026-08-11,/mercado-women/leadership/claudia-zaccari-so-danca-in-motion/,Claudia Zaccari y el poder de la danza desde Só Dança in Motion,6,1,3,1.000000,121.01
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/elena-viyella-unapec/,"Elena Viyella, un legado por la educación desde UNAPEC",6,3,4,1.000000,57.15
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/empoderamiento-femenino-y-resiliencia-la-vision-de-carolina-mejia-en-ceapi-2024/,La Visión de Carolina Mejía en CEAPI 2024,6,3,4,1.000000,4.95
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/encarna-pinero-grupo-pinero-fitur-2025/,"Encarna Piñero, líder de la innovación de Grupo Piñero en FITUR",6,3,3,1.000000,52.52
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/gestion-de-ligia-bonetti-galardonada-en-florida/,Gestión de Ligia Bonetti galardonada en Florida,6,3,4,1.000000,0.00
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/gwynne-shotwell-spacex/,"Gwynne Shotwell, la ejecutiva que hizo despegar a SpaceX",6,3,3,1.000000,121.81
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/janet-rivera-con-la-mente-puesta-en-el-juego-ante-la-onu/,"Janet Rivera, con la mente puesta en el juego ante la ONU",6,3,3,1.000000,11.53
actual,2026-07-26,2026-08-11,/mercado-women/leadership/karina-castellanos-asume-liderazgo-del-grupo-dominican-watchman/,Karina Castellanos asume liderazgo del Grupo Dominican Watchman - Revista Mercado,6,3,5,1.000000,11.85
actual,2026-07-26,2026-08-11,/mercado-women/leadership/kathleen-martinez-premio-ellis-island/,Kathleen Martínez en la élite de EE.UU. con el premio Ellis Island,6,3,4,1.000000,29.52
anterior,2026-07-09,2026-07-25,/mercado-women/leadership/keiko-fujimori-contienda-electoral/,Keiko Fujimori: claves detrás de la contienda más reñida de Perú,6,2,3,1.000000,23.77
